# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2447
60A6 E0100; Adobe-Japan1;CID+5765
60A7 E0100; Adobe-Japan1;CID+5766
60A8 E0100; Adobe-Japan1;CID+5767
60A9 E0100; Adobe-Japan1;CID+5768
60AA E0100; Adobe-Japan1;CID+5769
60B0 E0100; Adobe-Japan1;CID+5770
60B1 E0100; Adobe-Japan1;CID+5771
60B2 E0100; Adobe-Japan1;CID+5772
60B2 E0101; Adobe-Japan1;CID+16807
60B3 E0100; Adobe-Japan1;CID+5773
60B4 E0100; Adobe-Japan1;CID+5774
60B5 E0100; Adobe-Japan1;CID+5775
60B6 E0100; Adobe-Japan1;CID+5776
60B7 E0100; Adobe-Japan1;CID+5777
60B8 E0100; Adobe-Japan1;CID+5778
60BB E0100; Adobe-Japan1;CID+5779
60BC E0100; Adobe-Japan1;CID+5780
60BD E0100; Adobe-Japan1;CID+5781
60BE E0100; Adobe-Japan1;CID+5782
60C2 E0100; Adobe-Japan1;CID+5783
60C4 E0100; Adobe-Japan1;CID+5784
60C5 E0100; Adobe-Japan1;CID+5785
60C5 E0101; Adobe-Japan1;CID+16808
60C6 E0100; Adobe-Japan1;CID+5786
60C7 E0100; Adobe-Japan1;CID+5787
60C8 E0100; Adobe-Japan1;CID+5788
60C9 E0100; Adobe-Japan1;CID+5789
60CA E0100; Adobe-Japan1;CID+5790
60CB E0100; Adobe-Japan1;CID+5791
60CE E0100; Adobe-Japan1;CID+5792
60CF E0100; Adobe-Japan1;CID+5793
60D1 E0100; Adobe-Japan1;CID+5794
60D3 E0100; Adobe-Japan1;CID+5795
60D4 E0100; Adobe-Japan1;CID+5796
60D5 E0100; Adobe-Japan1;CID+5797
60D8 E0100; Adobe-Japan1;CID+5798
60D8 E0101; Adobe-Japan1;CID+16809
60D9 E0100; Adobe-Japan1;CID+5799
60DA E0100; Adobe-Japan1;CID+5800
60DB E0100; Adobe-Japan1;CID+5801
60DC E0100; Adobe-Japan1;CID+5802
60DD E0100; Adobe-Japan1;CID+5803
60DE E0100; Adobe-Japan1;CID+5804
60DF E0100; Adobe-Japan1;CID+5805
60E0 E0100; Adobe-Japan1;CID+5806
60E1 E0100; Adobe-Japan1;CID+5807
60E2 E0100; Adobe-Japan1;CID+5808
60E3 E0100; Adobe-Japan1;CID+5809
60E5 E0100; Adobe-Japan1;CID+5810
60E7 E0100; Adobe-Japan1;CID+5811
60E8 E0100; Adobe-Japan1;CID+5812
60EE E0100; Adobe-Japan1;CID+5813
60F0 E0100; Adobe-Japan1;CID+5814
60F1 E0100; Adobe-Japan1;CID+5815
60F2 E0100; Adobe-Japan1;CID+5816
60F3 E0100; Adobe-Japan1;CID+5817
60F4 E0100; Adobe-Japan1;CID+5818
60F5 E0100; Adobe-Japan1;CID+5819
60F6 E0100; Adobe-Japan1;CID+5820
60F7 E0100; Adobe-Japan1;CID+5821
60F8 E0100; Adobe-Japan1;CID+5822
60F9 E0100; Adobe-Japan1;CID+5823
60FA E0100; Adobe-Japan1;CID+5824
60FB E0100; Adobe-Japan1;CID+5825
60FC E0100; Adobe-Japan1;CID+5826
60FD E0100; Adobe-Japan1;CID+5827
6100 E0100; Adobe-Japan1;CID+5828
6101 E0100; Adobe-Japan1;CID+5829
6102 E0100; Adobe-Japan1;CID+5830
6103 E0100; Adobe-Japan1;CID+5831
6106 E0100; Adobe-Japan1;CID+5832
6107 E0100; Adobe-Japan1;CID+5833
6108 E0100; Adobe-Japan1;CID+16443
6108 E0101; Adobe-Japan1;CID+5834
6109 E0100; Adobe-Japan1;CID+5835
6109 E0101; Adobe-Japan1;CID+16810
610A E0100; Adobe-Japan1;CID+5836
610C E0100; Adobe-Japan1;CID+5837
610D E0100; Adobe-Japan1;CID+5838
610E E0100; Adobe-Japan1;CID+5839
610F E0100; Adobe-Japan1;CID+5840
610F E0101; Adobe-Japan1;CID+16811
6110 E0100; Adobe-Japan1;CID+5841
6111 E0100; Adobe-Japan1;CID+5842
6112 E0100; Adobe-Japan1;CID+5843
6113 E0100; Adobe-Japan1;CID+5844
6114 E0100; Adobe-Japan1;CID+5845
6115 E0100; Adobe-Japan1;CID+5846
6116 E0100; Adobe-Japan1;CID+5847
6117 E0100; Adobe-Japan1;CID+5848
6119 E0100; Adobe-Japan1;CID+5849
611A E0100; Adobe-Japan1;CID+5850
611B E0100; Adobe-Japan1;CID+5851
611C E0100; Adobe-Japan1;CID+5852
611E E0100; Adobe-Japan1;CID+5853
611F E0100; Adobe-Japan1;CID+5854
6120 E0100; Adobe-Japan1;CID+5855
6121 E0100; Adobe-Japan1;CID+5856
6122 E0100; Adobe-Japan1;CID+5857
6127 E0100; Adobe-Japan1;CID+5858
6128 E0100; Adobe-Japan1;CID+5859
612A E0100; Adobe-Japan1;CID+5860
612B E0100; Adobe-Japan1;CID+5861
612C E0100; Adobe-Japan1;CID+5862
6130 E0100; Adobe-Japan1;CID+5863
6131 E0100; Adobe-Japan1;CID+5864
6134 E0100; Adobe-Japan1;CID+5865
6135 E0100; Adobe-Japan1;CID+5866
6136 E0100; Adobe-Japan1;CID+5867
6137 E0100; Adobe-Japan1;CID+5868
6139 E0100; Adobe-Japan1;CID+5869
613A E0100; Adobe-Japan1;CID+5870
613C E0100; Adobe-Japan1;CID+5871
613D E0100; Adobe-Japan1;CID+5872
613D E0101; Adobe-Japan1;CID+16812
613E E0100; Adobe-Japan1;CID+5873
613F E0100; Adobe-Japan1;CID+5874
6141 E0100; Adobe-Japan1;CID+5875
6142 E0100; Adobe-Japan1;CID+5876
6144 E0100; Adobe-Japan1;CID+5877
6145 E0100; Adobe-Japan1;CID+5878
6146 E0100; Adobe-Japan1;CID+5879
6147 E0100; Adobe-Japan1;CID+5880
6148 E0100; Adobe-Japan1;CID+5881
6148 E0101; Adobe-Japan1;CID+16388
6149 E0100; Adobe-Japan1;CID+5882
614A E0100; Adobe-Japan1;CID+5883
614B E0100; Adobe-Japan1;CID+5884
614C E0100; Adobe-Japan1;CID+5885
614C E0101; Adobe-Japan1;CID+16813
614D E0100; Adobe-Japan1;CID+5886
614E E0100; Adobe-Japan1;CID+5887
614E E0101; Adobe-Japan1;CID+16814
6153 E0100; Adobe-Japan1;CID+5888
6155 E0100; Adobe-Japan1;CID+5889
6158 E0100; Adobe-Japan1;CID+5890
6159 E0100; Adobe-Japan1;CID+5891
615A E0100; Adobe-Japan1;CID+5892
615D E0100; Adobe-Japan1;CID+5893
615E E0100; Adobe-Japan1;CID+5894
615F E0100; Adobe-Japan1;CID+5895
6160 E0100; Adobe-Japan1;CID+5896
6162 E0100; Adobe-Japan1;CID+5897
6162 E0101; Adobe-Japan1;CID+16815
6163 E0100; Adobe-Japan1;CID+5898
6164 E0100; Adobe-Japan1;CID+5899
6165 E0100; Adobe-Japan1;CID+5900
6167 E0100; Adobe-Japan1;CID+5901
6167 E0101; Adobe-Japan1;CID+16816
6167 E0102; Adobe-Japan1;CID+16817
6168 E0100; Adobe-Japan1;CID+5902
6168 E0101; Adobe-Japan1;CID+15465
6168 E0102; Adobe-Japan1;CID+16818
6168 E0103; Adobe-Japan1;CID+16819
6168 E0104; Adobe-Japan1;CID+16820
6168 E0105; Adobe-Japan1;CID+16821
616B E0100; Adobe-Japan1;CID+5903
616C E0100; Adobe-Japan1;CID+5904
616E E0100; Adobe-Japan1;CID+5905
616F E0100; Adobe-Japan1;CID+5906
6170 E0100; Adobe-Japan1;CID+5907
6171 E0100; Adobe-Japan1;CID+5908
6172 E0100; Adobe-Japan1;CID+5909
6173 E0100; Adobe-Japan1;CID+5910
6174 E0100; Adobe-Japan1;CID+5911
6175 E0100; Adobe-Japan1;CID+5912
6176 E0100; Adobe-Japan1;CID+5913
6177 E0100; Adobe-Japan1;CID+5914
6178 E0100; Adobe-Japan1;CID+5915
617B E0100; Adobe-Japan1;CID+5916
617C E0100; Adobe-Japan1;CID+5917
617D E0100; Adobe-Japan1;CID+5918
617E E0100; Adobe-Japan1;CID+5919
617F E0100; Adobe-Japan1;CID+5920
6180 E0100; Adobe-Japan1;CID+5921
6181 E0100; Adobe-Japan1;CID+5922
6182 E0100; Adobe-Japan1;CID+5923
6183 E0100; Adobe-Japan1;CID+5924
6184 E0100; Adobe-Japan1;CID+5925
6187 E0100; Adobe-Japan1;CID+5926
618A E0100; Adobe-Japan1;CID+5927
618B E0100; Adobe-Japan1;CID+5928
618D E0100; Adobe-Japan1;CID+5929
618E E0100; Adobe-Japan1;CID+15466
618E E0101; Adobe-Japan1;CID+5930
6190 E0100; Adobe-Japan1;CID+5931
6190 E0101; Adobe-Japan1;CID+16822
6191 E0100; Adobe-Japan1;CID+5932
6192 E0100; Adobe-Japan1;CID+5933
6193 E0100; Adobe-Japan1;CID+5934
6194 E0100; Adobe-Japan1;CID+5935
6196 E0100; Adobe-Japan1;CID+5936
6197 E0100; Adobe-Japan1;CID+5937
6198 E0100; Adobe-Japan1;CID+5938
6199 E0100; Adobe-Japan1;CID+5939
619A E0100; Adobe-Japan1;CID+5940
619C E0100; Adobe-Japan1;CID+5941
619D E0100; Adobe-Japan1;CID+5942
619F E0100; Adobe-Japan1;CID+5943
61A0 E0100; Adobe-Japan1;CID+5944
61A4 E0100; Adobe-Japan1;CID+5945
61A4 E0101; Adobe-Japan1;CID+16823
61A5 E0100; Adobe-Japan1;CID+5946
61A7 E0100; Adobe-Japan1;CID+5947
61A8 E0100; Adobe-Japan1;CID+5948
61A9 E0100; Adobe-Japan1;CID+5949
61AA E0100; Adobe-Japan1;CID+5950
61AB E0100; Adobe-Japan1;CID+5951
61AC E0100; Adobe-Japan1;CID+5952
61AD E0100; Adobe-Japan1;CID+5953
61AE E0100; Adobe-Japan1;CID+5954
61B2 E0100; Adobe-Japan1;CID+5955
61B2 E0101; Adobe-Japan1;CID+16389
61B2 E0102; Adobe-Japan1;CID+16824
61B6 E0100; Adobe-Japan1;CID+5956
61B8 E0100; Adobe-Japan1;CID+5957
61B9 E0100; Adobe-Japan1;CID+5958
61BA E0100; Adobe-Japan1;CID+5959
61BC E0100; Adobe-Japan1;CID+5960
61BE E0100; Adobe-Japan1;CID+5961
61C0 E0100; Adobe-Japan1;CID+5962
61C1 E0100; Adobe-Japan1;CID+5963
61C2 E0100; Adobe-Japan1;CID+5964
61C3 E0100; Adobe-Japan1;CID+5965
61C6 E0100; Adobe-Japan1;CID+5966
61C7 E0100; Adobe-Japan1;CID+5967
61C8 E0100; Adobe-Japan1;CID+5968
61C9 E0100; Adobe-Japan1;CID+5969
61CA E0100; Adobe-Japan1;CID+5970
61CB E0100; Adobe-Japan1;CID+5971
61CC E0100; Adobe-Japan1;CID+5972
61CD E0100; Adobe-Japan1;CID+5973
61CE E0100; Adobe-Japan1;CID+5974
61CF E0100; Adobe-Japan1;CID+5975
61D0 E0100; Adobe-Japan1;CID+5976
61D5 E0100; Adobe-Japan1;CID+5977
61DC E0100; Adobe-Japan1;CID+5978
61DD E0100; Adobe-Japan1;CID+5979
61DE E0100; Adobe-Japan1;CID+5980
61DF E0100; Adobe-Japan1;CID+5981
61E1 E0100; Adobe-Japan1;CID+5982
61E2 E0100; Adobe-Japan1;CID+5983
61E3 E0100; Adobe-Japan1;CID+5984
61E5 E0100; Adobe-Japan1;CID+5985
61E6 E0100; Adobe-Japan1;CID+5986
61E7 E0100; Adobe-Japan1;CID+5987
61E8 E0100; Adobe-Japan1;CID+5988
61E9 E0100; Adobe-Japan1;CID+5989
61EC E0100; Adobe-Japan1;CID+5990
61ED E0100; Adobe-Japan1;CID+5991
61EF E0100; Adobe-Japan1;CID+5992
61F2 E0100; Adobe-Japan1;CID+5993
61F2 E0101; Adobe-Japan1;CID+16581
61F2 E0102; Adobe-Japan1;CID+16825
61F2 E0103; Adobe-Japan1;CID+15467
61F4 E0100; Adobe-Japan1;CID+5994
61F5 E0100; Adobe-Japan1;CID+5995
61F6 E0100; Adobe-Japan1;CID+5996
61F7 E0100; Adobe-Japan1;CID+5997
61F8 E0100; Adobe-Japan1;CID+5998
61F8 E0101; Adobe-Japan1;CID+16826
61FA E0100; Adobe-Japan1;CID+5999
61FC E0100; Adobe-Japan1;CID+6000
61FD E0100; Adobe-Japan1;CID+6001
61FE E0100; Adobe-Japan1;CID+6002
61FE E0101; Adobe-Japan1;CID+16827
61FF E0100; Adobe-Japan1;CID+6003
6200 E0100; Adobe-Japan1;CID+6004
6201 E0100; Adobe-Japan1;CID+6005
6203 E0100; Adobe-Japan1;CID+6006
6204 E0100; Adobe-Japan1;CID+6007
6207 E0100; Adobe-Japan1;CID+6008
6208 E0100; Adobe-Japan1;CID+6009
6209 E0100; Adobe-Japan1;CID+6010
620A E0100; Adobe-Japan1;CID+6011
620C E0100; Adobe-Japan1;CID+6012
620D E0100; Adobe-Japan1;CID+6013
620E E0100; Adobe-Japan1;CID+6014
6210 E0100; Adobe-Japan1;CID+6015
6210 E0101; Adobe-Japan1;CID+16390
6211 E0100; Adobe-Japan1;CID+6016
6212 E0100; Adobe-Japan1;CID+6017
6213 E0100; Adobe-Japan1;CID+6018
6214 E0100; Adobe-Japan1;CID+6019
6215 E0100; Adobe-Japan1;CID+6020
6216 E0100; Adobe-Japan1;CID+6021
621A E0100; Adobe-Japan1;CID+6022
621B E0100; Adobe-Japan1;CID+6023
621C E0100; Adobe-Japan1;CID+6024
621D E0100; Adobe-Japan1;CID+6025
621E E0100; Adobe-Japan1;CID+6026
621F E0100; Adobe-Japan1;CID+6027
6220 E0100; Adobe-Japan1;CID+6028
6221 E0100; Adobe-Japan1;CID+6029
6222 E0100; Adobe-Japan1;CID+6030
6223 E0100; Adobe-Japan1;CID+6031
6226 E0100; Adobe-Japan1;CID+6032
6227 E0100; Adobe-Japan1;CID+6033
6229 E0100; Adobe-Japan1;CID+6034
622A E0100; Adobe-Japan1;CID+6035
622B E0100; Adobe-Japan1;CID+6036
622E E0100; Adobe-Japan1;CID+6037
622F E0100; Adobe-Japan1;CID+6038
6230 E0100; Adobe-Japan1;CID+6039
6231 E0100; Adobe-Japan1;CID+6040
6232 E0100; Adobe-Japan1;CID+6041
6233 E0100; Adobe-Japan1;CID+6042
6234 E0100; Adobe-Japan1;CID+6043
6236 E0100; Adobe-Japan1;CID+6044
6238 E0100; Adobe-Japan1;CID+6045
6239 E0100; Adobe-Japan1;CID+6046
623B E0100; Adobe-Japan1;CID+6047
623B E0101; Adobe-Japan1;CID+16828
623D E0100; Adobe-Japan1;CID+6048
623E E0100; Adobe-Japan1;CID+6049
623F E0100; Adobe-Japan1;CID+6050
623F E0101; Adobe-Japan1;CID+16829
6240 E0100; Adobe-Japan1;CID+6051
6240 E0101; Adobe-Japan1;CID+16830
6241 E0100; Adobe-Japan1;CID+16444
6241 E0101; Adobe-Japan1;CID+6052
6242 E0100; Adobe-Japan1;CID+6053
6243 E0100; Adobe-Japan1;CID+6054
6244 E0100; Adobe-Japan1;CID+6055
6246 E0100; Adobe-Japan1;CID+6056
6247 E0100; Adobe-Japan1;CID+6057
6247 E0101; Adobe-Japan1;CID+16831
6248 E0100; Adobe-Japan1;CID+6058
6248 E0101; Adobe-Japan1;CID+16832
6249 E0100; Adobe-Japan1;CID+6059
6249 E0101; Adobe-Japan1;CID+16833
6249 E0102; Adobe-Japan1;CID+16834
624B E0100; Adobe-Japan1;CID+6060
624C E0100; Adobe-Japan1;CID+6061
624D E0100; Adobe-Japan1;CID+6062
624E E0100; Adobe-Japan1;CID+6063
6250 E0100; Adobe-Japan1;CID+6064
6251 E0100; Adobe-Japan1;CID+6065
6252 E0100; Adobe-Japan1;CID+6066
6253 E0100; Adobe-Japan1;CID+6067
6254 E0100; Adobe-Japan1;CID+6068
6255 E0100; Adobe-Japan1;CID+6069
6256 E0100; Adobe-Japan1;CID+6070
6258 E0100; Adobe-Japan1;CID+6071
625A E0100; Adobe-Japan1;CID+6072
625B E0100; Adobe-Japan1;CID+6073
625C E0100; Adobe-Japan1;CID+6074
625E E0100; Adobe-Japan1;CID+6075
6260 E0100; Adobe-Japan1;CID+6076
6261 E0100; Adobe-Japan1;CID+6077
6263 E0100; Adobe-Japan1;CID+6078
6264 E0100; Adobe-Japan1;CID+6079
6268 E0100; Adobe-Japan1;CID+6080
6268 E0101; Adobe-Japan1;CID+16835
626D E0100; Adobe-Japan1;CID+6081
626E E0100; Adobe-Japan1;CID+6082
626F E0100; Adobe-Japan1;CID+6083
6271 E0100; Adobe-Japan1;CID+6084
6271 E0101; Adobe-Japan1;CID+16836
6273 E0100; Adobe-Japan1;CID+6085
6276 E0100; Adobe-Japan1;CID+6086
6279 E0100; Adobe-Japan1;CID+6087
627A E0100; Adobe-Japan1;CID+6088
627B E0100; Adobe-Japan1;CID+6089
627C E0100; Adobe-Japan1;CID+6090
627D E0100; Adobe-Japan1;CID+6091
627E E0100; Adobe-Japan1;CID+6092
627F E0100; Adobe-Japan1;CID+6093
6280 E0100; Adobe-Japan1;CID+6094
6282 E0100; Adobe-Japan1;CID+6095
6283 E0100; Adobe-Japan1;CID+6096
6284 E0100; Adobe-Japan1;CID+6097
6285 E0100; Adobe-Japan1;CID+6098
6289 E0100; Adobe-Japan1;CID+6099
628A E0100; Adobe-Japan1;CID+6100
628D E0100; Adobe-Japan1;CID+6101
628E E0100; Adobe-Japan1;CID+6102
628F E0100; Adobe-Japan1;CID+6103
6290 E0100; Adobe-Japan1;CID+6104
6291 E0100; Adobe-Japan1;CID+6105
6292 E0100; Adobe-Japan1;CID+6106
6293 E0100; Adobe-Japan1;CID+6107
6294 E0100; Adobe-Japan1;CID+6108
6295 E0100; Adobe-Japan1;CID+6109
6296 E0100; Adobe-Japan1;CID+6110
6297 E0100; Adobe-Japan1;CID+6111
6298 E0100; Adobe-Japan1;CID+6112
6299 E0100; Adobe-Japan1;CID+6113
629B E0100; Adobe-Japan1;CID+6114
629C E0100; Adobe-Japan1;CID+6115
629E E0100; Adobe-Japan1;CID+6116
62A6 E0100; Adobe-Japan1;CID+6117
62A8 E0100; Adobe-Japan1;CID+6118
62AB E0100; Adobe-Japan1;CID+6119
62AC E0100; Adobe-Japan1;CID+6120
62B1 E0100; Adobe-Japan1;CID+6121
62B1 E0101; Adobe-Japan1;CID+16837
62B3 E0100; Adobe-Japan1;CID+6122
62B5 E0100; Adobe-Japan1;CID+6123
62B6 E0100; Adobe-Japan1;CID+6124
62B7 E0100; Adobe-Japan1;CID+6125
62B9 E0100; Adobe-Japan1;CID+6126
62BA E0100; Adobe-Japan1;CID+6127
62BB E0100; Adobe-Japan1;CID+6128
62BC E0100; Adobe-Japan1;CID+6129
62BD E0100; Adobe-Japan1;CID+6130
62BE E0100; Adobe-Japan1;CID+6131
62BF E0100; Adobe-Japan1;CID+6132
62C2 E0100; Adobe-Japan1;CID+6133
62C4 E0100; Adobe-Japan1;CID+6134
62C5 E0100; Adobe-Japan1;CID+6135
62C6 E0100; Adobe-Japan1;CID+6136
62C7 E0100; Adobe-Japan1;CID+6137
62C8 E0100; Adobe-Japan1;CID+6138
62C9 E0100; Adobe-Japan1;CID+6139
62CA E0100; Adobe-Japan1;CID+6140
62CC E0100; Adobe-Japan1;CID+6141
62CC E0101; Adobe-Japan1;CID+16838
62CD E0100; Adobe-Japan1;CID+6142
62CE E0100; Adobe-Japan1;CID+6143
62CF E0100; Adobe-Japan1;CID+6144
62CF E0101; Adobe-Japan1;CID+16839
62D0 E0100; Adobe-Japan1;CID+6145
62D0 E0101; Adobe-Japan1;CID+16840
62D1 E0100; Adobe-Japan1;CID+6146
62D2 E0100; Adobe-Japan1;CID+6147
62D2 E0101; Adobe-Japan1;CID+16841
62D3 E0100; Adobe-Japan1;CID+6148
62D4 E0100; Adobe-Japan1;CID+16391
62D4 E0101; Adobe-Japan1;CID+6149
62D5 E0100; Adobe-Japan1;CID+6150
62D6 E0100; Adobe-Japan1;CID+6151
62D7 E0100; Adobe-Japan1;CID+6152
62D8 E0100; Adobe-Japan1;CID+6153
62D9 E0100; Adobe-Japan1;CID+6154
62DA E0100; Adobe-Japan1;CID+6155
62DB E0100; Adobe-Japan1;CID+6156
62DC E0100; Adobe-Japan1;CID+6157
62DD E0100; Adobe-Japan1;CID+6158
62E0 E0100; Adobe-Japan1;CID+6159
62E1 E0100; Adobe-Japan1;CID+6160
62EA E0100; Adobe-Japan1;CID+6161
62EC E0100; Adobe-Japan1;CID+6162
62ED E0100; Adobe-Japan1;CID+6163
62EE E0100; Adobe-Japan1;CID+6164
62EF E0100; Adobe-Japan1;CID+6165
62F1 E0100; Adobe-Japan1;CID+6166
62F2 E0100; Adobe-Japan1;CID+6167
62F3 E0100; Adobe-Japan1;CID+6168
62F3 E0101; Adobe-Japan1;CID+16842
62F4 E0100; Adobe-Japan1;CID+6169
62F5 E0100; Adobe-Japan1;CID+6170
62F6 E0100; Adobe-Japan1;CID+6171
62F7 E0100; Adobe-Japan1;CID+6172
62F7 E0101; Adobe-Japan1;CID+16843
62FC E0100; Adobe-Japan1;CID+6173
62FD E0100; Adobe-Japan1;CID+6174
62FE E0100; Adobe-Japan1;CID+6175
62FF E0100; Adobe-Japan1;CID+6176
6301 E0100; Adobe-Japan1;CID+6177
6302 E0100; Adobe-Japan1;CID+6178
6303 E0100; Adobe-Japan1;CID+6179
6304 E0100; Adobe-Japan1;CID+6180
6307 E0100; Adobe-Japan1;CID+6181
6308 E0100; Adobe-Japan1;CID+6182
6309 E0100; Adobe-Japan1;CID+6183
630A E0100; Adobe-Japan1;CID+6184
630B E0100; Adobe-Japan1;CID+6185
630C E0100; Adobe-Japan1;CID+6186
630D E0100; Adobe-Japan1;CID+6187
6310 E0100; Adobe-Japan1;CID+6188
6311 E0100; Adobe-Japan1;CID+6189
6313 E0100; Adobe-Japan1;CID+6190
6316 E0100; Adobe-Japan1;CID+6191
6318 E0100; Adobe-Japan1;CID+6192
6319 E0100; Adobe-Japan1;CID+6193
631B E0100; Adobe-Japan1;CID+6194
631F E0100; Adobe-Japan1;CID+6195
6327 E0100; Adobe-Japan1;CID+6196
6328 E0100; Adobe-Japan1;CID+6197
6329 E0100; Adobe-Japan1;CID+6198
632A E0100; Adobe-Japan1;CID+6199
632B E0100; Adobe-Japan1;CID+6200
632D E0100; Adobe-Japan1;CID+6201
632F E0100; Adobe-Japan1;CID+6202
6332 E0100; Adobe-Japan1;CID+6203
6335 E0100; Adobe-Japan1;CID+6204
6336 E0100; Adobe-Japan1;CID+6205
6339 E0100; Adobe-Japan1;CID+6206
633A E0100; Adobe-Japan1;CID+16445
633A E0101; Adobe-Japan1;CID+6207
633B E0100; Adobe-Japan1;CID+6208
633C E0100; Adobe-Japan1;CID+6209
633D E0100; Adobe-Japan1;CID+16446
633D E0101; Adobe-Japan1;CID+6210
633E E0100; Adobe-Japan1;CID+6211
633F E0100; Adobe-Japan1;CID+6212
6341 E0100; Adobe-Japan1;CID+6213
6342 E0100; Adobe-Japan1;CID+6214
6343 E0100; Adobe-Japan1;CID+6215
6344 E0100; Adobe-Japan1;CID+6216
6346 E0100; Adobe-Japan1;CID+6217
6349 E0100; Adobe-Japan1;CID+6218
634A E0100; Adobe-Japan1;CID+6219
634B E0100; Adobe-Japan1;CID+6220
634C E0100; Adobe-Japan1;CID+6221
634C E0101; Adobe-Japan1;CID+16844
634D E0100; Adobe-Japan1;CID+6222
634E E0100; Adobe-Japan1;CID+6223
634F E0100; Adobe-Japan1;CID+6224
6350 E0100; Adobe-Japan1;CID+6225
6352 E0100; Adobe-Japan1;CID+6226
6353 E0100; Adobe-Japan1;CID+6227
6354 E0100; Adobe-Japan1;CID+6228
6355 E0100; Adobe-Japan1;CID+6229
6357 E0100; Adobe-Japan1;CID+16447
6357 E0101; Adobe-Japan1;CID+6230
6358 E0100; Adobe-Japan1;CID+6231
6359 E0100; Adobe-Japan1;CID+6232
635B E0100; Adobe-Japan1;CID+6233
635C E0100; Adobe-Japan1;CID+6234
6365 E0100; Adobe-Japan1;CID+6235
6366 E0100; Adobe-Japan1;CID+6236
6367 E0100; Adobe-Japan1;CID+6237
6367 E0101; Adobe-Japan1;CID+16845
6368 E0100; Adobe-Japan1;CID+6238
6368 E0101; Adobe-Japan1;CID+16846
6369 E0100; Adobe-Japan1;CID+6239
6369 E0101; Adobe-Japan1;CID+16847
636B E0100; Adobe-Japan1;CID+6240
636C E0100; Adobe-Japan1;CID+6241
636D E0100; Adobe-Japan1;CID+6242
636E E0100; Adobe-Japan1;CID+6243
636E E0101; Adobe-Japan1;CID+16848
6371 E0100; Adobe-Japan1;CID+6244
6372 E0100; Adobe-Japan1;CID+16448
6372 E0101; Adobe-Japan1;CID+6245
6374 E0100; Adobe-Japan1;CID+6246
6375 E0100; Adobe-Japan1;CID+6247
6376 E0100; Adobe-Japan1;CID+6248
6377 E0100; Adobe-Japan1;CID+6249
6378 E0100; Adobe-Japan1;CID+6250
637A E0100; Adobe-Japan1;CID+6251
637B E0100; Adobe-Japan1;CID+6252
637C E0100; Adobe-Japan1;CID+6253
637D E0100; Adobe-Japan1;CID+6254
637F E0100; Adobe-Japan1;CID+6255
6380 E0100; Adobe-Japan1;CID+6256
6382 E0100; Adobe-Japan1;CID+6257
6383 E0100; Adobe-Japan1;CID+6258
6383 E0101; Adobe-Japan1;CID+16849
6384 E0100; Adobe-Japan1;CID+6259
6387 E0100; Adobe-Japan1;CID+6260
6388 E0100; Adobe-Japan1;CID+6261
6388 E0101; Adobe-Japan1;CID+16850
6389 E0100; Adobe-Japan1;CID+6262
638A E0100; Adobe-Japan1;CID+6263
638C E0100; Adobe-Japan1;CID+6264
638E E0100; Adobe-Japan1;CID+6265
638F E0100; Adobe-Japan1;CID+6266
6390 E0100; Adobe-Japan1;CID+6267
6392 E0100; Adobe-Japan1;CID+6268
6392 E0101; Adobe-Japan1;CID+16851
6394 E0100; Adobe-Japan1;CID+6269
6395 E0100; Adobe-Japan1;CID+6270
6396 E0100; Adobe-Japan1;CID+6271
6398 E0100; Adobe-Japan1;CID+6272
6399 E0100; Adobe-Japan1;CID+6273
639A E0100; Adobe-Japan1;CID+6274
639B E0100; Adobe-Japan1;CID+6275
639E E0100; Adobe-Japan1;CID+6276
639F E0100; Adobe-Japan1;CID+6277
63A0 E0100; Adobe-Japan1;CID+6278
63A1 E0100; Adobe-Japan1;CID+6279
63A1 E0101; Adobe-Japan1;CID+16852
63A2 E0100; Adobe-Japan1;CID+6280
63A3 E0100; Adobe-Japan1;CID+6281
63A4 E0100; Adobe-Japan1;CID+6282
63A5 E0100; Adobe-Japan1;CID+6283
63A6 E0100; Adobe-Japan1;CID+6284
63A7 E0100; Adobe-Japan1;CID+6285
63A7 E0101; Adobe-Japan1;CID+16853
63A8 E0100; Adobe-Japan1;CID+6286
63A9 E0100; Adobe-Japan1;CID+6287
63AA E0100; Adobe-Japan1;CID+6288
63AB E0100; Adobe-Japan1;CID+6289
63AC E0100; Adobe-Japan1;CID+6290
63AD E0100; Adobe-Japan1;CID+6291
63AE E0100; Adobe-Japan1;CID+6292
63AF E0100; Adobe-Japan1;CID+6293
63B2 E0100; Adobe-Japan1;CID+6294
63B4 E0100; Adobe-Japan1;CID+6295
63B5 E0100; Adobe-Japan1;CID+6296
63BB E0100; Adobe-Japan1;CID+6297
63BD E0100; Adobe-Japan1;CID+6298
63BE E0100; Adobe-Japan1;CID+6299
63C0 E0100; Adobe-Japan1;CID+6300
63C1 E0100; Adobe-Japan1;CID+6301
63C3 E0100; Adobe-Japan1;CID+16449
63C3 E0101; Adobe-Japan1;CID+6302
63C4 E0100; Adobe-Japan1;CID+6303
63C5 E0100; Adobe-Japan1;CID+6304
63C6 E0100; Adobe-Japan1;CID+6305
63C6 E0101; Adobe-Japan1;CID+16854
63C8 E0100; Adobe-Japan1;CID+6306
63C9 E0100; Adobe-Japan1;CID+6307
